,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,0
0,2.0,0.367226864,6.0,0,0.258201702,6.0,0.180209641,0,4,-1.144969476,3,0.744970892,1.198657695,8,1.450774691,-0.20347996399999999,7,-0.720539319,0.455100658,6
1,4.0,-0.957909302,5.0,0,-0.622692669,5.0,1.253041747,1,7,-0.351949819,6,0.15506555,0.537489954,7,0.124915993,0.596242767,4,-0.748487595,1.7019475240000002,5
2,3.0,-0.02532344,5.0,1,-0.205104654,5.0,1.935711578,2,5,-1.125377123,4,1.339868652,0.257055207,5,0.963986914,-0.119324086,6,0.134284108,-0.01958616,5
3,2.0,-0.276148374,5.0,2,0.709410674,8.0,2.815076332,1,5,-1.703040707,3,0.852819221,0.357297035,6,-1.687568744,-0.29233414399999996,5,-0.6889400720000001,-0.628006449,7
4,5.0,1.246114323,4.0,3,0.292026729,3.0,0.671938925,0,4,-0.44540903299999995,4,-1.035119547,-0.22583792,6,-1.119412105,-0.139364631,6,0.172081741,-0.9166204240000001,4
5,6.0,1.015536772,8.0,0,0.961729368,6.0,-3.615646149,0,6,1.906365525,7,-0.9074620959999999,-0.561264998,4,-0.156570366,-0.127126307,6,-0.727607309,0.10980786699999999,6
6,3.0,0.95374771,5.0,4,1.17479424,6.0,-3.28101211,3,5,0.872918092,2,1.0818724229999999,0.813016836,7,-1.095658311,-1.648224308,5,0.9804115409999999,-1.186357961,6
7,4.0,-3.5812299739999998,8.0,4,-0.08895873,7.0,3.4483691530000002,4,6,-0.821504627,9,0.118957406,-1.247058407,7,-0.30322721199999997,1.9038948340000001,5,0.98638704,1.6338295180000002,7
8,2.0,0.731828393,4.0,4,0.741109803,5.0,2.529947104,1,6,-0.611933197,8,-0.662848219,0.423948826,7,-0.8224512159999999,1.3803221469999998,5,1.7222365069999999,1.161278938,1
9,5.0,-1.612812445,4.0,2,-1.179746966,3.0,-3.363346812,3,4,0.8817100920000001,2,0.41823035799999997,-1.732759318,10,-2.202782938,-1.7130399719999998,7,0.6839656059999999,0.239473765,5
10,6.0,1.453696104,6.0,0,-1.7428581890000001,4.0,-2.426512764,5,6,0.331046672,1,0.241592416,0.18351984,3,-0.488276967,-1.7815396209999999,6,2.125702214,-0.56000738,4
11,3.0,-1.19602395,4.0,2,1.435276618,4.0,-2.395517981,1,2,1.287545951,6,-0.654605927,-0.897528123,5,1.48241475,-0.0404082,5,-0.168912107,0.193840924,4
12,5.0,1.117589824,8.0,0,-1.14026775,6.0,-2.840197797,3,6,0.87919066,3,0.6848784309999999,0.805151663,5,0.965478602,-1.205793097,4,0.21373030899999998,-1.069328429,6
13,3.0,-0.187416689,6.0,4,2.042223587,3.0,-1.5921616969999999,0,3,0.450788569,4,-1.4345837540000002,-0.701857374,6,0.187201879,-0.751190847,4,-0.33366783899999997,-0.21380921100000003,5
14,5.0,0.44041748700000005,2.0,5,-0.049596409,6.0,-0.369861314,0,6,0.564748757,7,-0.680539277,-0.800386387,5,-0.535386406,0.6483152120000001,6,1.031870985,0.19156912899999998,6
15,5.0,-1.940381931,4.0,0,0.019801628,4.0,-2.228710896,1,9,0.520206326,3,-0.638678125,-0.269837076,6,-0.336121933,-1.249712145,2,-0.056868333,1.746818246,6
16,3.0,2.276531071,4.0,2,-0.490815155,5.0,-2.223143253,0,4,0.6272106789999999,3,-0.926825625,1.643503491,7,-0.419185229,-1.0528758740000002,5,2.312863144,-0.23548072899999997,5
17,4.0,-0.5658248339999999,4.0,4,0.8071675079999999,6.0,0.560679287,3,3,-0.260758633,5,-0.869156575,1.819991045,4,-0.6624461770000001,0.082068342,4,-0.22023394699999999,-0.129211344,2
18,4.0,-0.312979874,4.0,4,-0.545410762,5.0,1.375374174,1,4,-0.786916802,4,1.4152340840000002,-0.106389148,5,-1.408134935,-0.062079358,6,0.711699216,-0.45596774,5
19,8.0,-0.849091498,6.0,4,-0.301595027,7.0,0.9298399279999999,1,6,-0.271891354,6,0.970794832,0.013782138999999999,5,-0.159330663,0.423275313,6,1.197390038,-1.903616529,3
20,4.0,1.3160846659999998,6.0,4,-0.376497982,4.0,-2.803029647,2,5,0.627933984,2,-0.690947607,0.521844097,5,-0.9616448120000001,-1.618836793,5,0.17313239600000002,0.267148332,4
21,3.0,0.883833675,4.0,3,-0.653701575,4.0,2.490933877,0,5,-0.632765482,8,-1.8196841080000001,0.627926214,5,0.713930278,1.304897751,5,0.560154806,0.22892332,7
22,4.0,1.508606904,5.0,6,0.795210744,5.0,-2.157952146,1,6,0.5282796679999999,3,-0.17750993199999998,-1.1889204309999999,6,0.20570974600000003,-1.166054619,4,-1.809561574,0.24491292,5
23,2.0,-0.496920551,6.0,5,-0.744284628,4.0,-2.8382286160000003,0,4,0.839138534,3,0.8019052390000001,0.002092861,6,0.814635557,-1.275504763,5,0.609776132,0.420341036,1
24,6.0,-0.51518046,6.0,4,-0.5853307,6.0,3.534761405,5,4,-2.04884694,3,1.4612187319999999,-1.29690364,5,-1.7347783959999998,-0.20684133,6,0.345379527,-0.977426768,8
25,2.0,-0.099760117,3.0,0,0.5272510260000001,4.0,1.723197115,1,5,-0.516578317,6,0.45682905100000004,-0.301383375,3,0.303149404,0.761699173,7,0.370074454,1.13439759,4
26,7.0,0.665347892,4.0,7,-0.176409707,8.0,-0.9772399209999999,1,4,0.8578594429999999,7,0.491088381,-1.6313959009999999,6,0.45578322,0.578430271,4,-0.817207658,-1.28538459,5
27,3.0,-2.40101986,4.0,4,-1.0059155579999999,4.0,1.1138270540000001,0,6,-0.736405427,4,0.205625649,2.355278609,5,-0.365056496,-0.22758360100000002,5,0.665857872,-0.956972215,4
28,4.0,-0.954310695,5.0,5,1.666530499,3.0,2.455625173,1,5,-0.615557339,8,-0.6680053220000001,1.904173174,5,-0.433670949,1.301136977,3,-0.579885205,-0.087298414,4
29,6.0,-1.268638224,6.0,5,0.454030561,5.0,-2.689508713,3,5,1.494709205,7,0.564926357,-0.082439138,7,0.624355907,0.042541036,7,-0.81333081,1.2650071170000001,4
30,3.0,0.328487195,4.0,1,0.452999493,7.0,3.005001434,1,5,-1.76009064,3,-0.09043797099999999,-1.231642511,4,0.96808975,-0.208586747,6,-0.812462293,1.033769245,6
31,3.0,0.871385457,6.0,2,0.8246862979999999,5.0,1.655279196,0,4,-1.109729652,3,-1.42229916,-0.098250743,5,0.8758645970000001,-0.365660417,5,1.178233422,-0.109766575,8
32,6.0,-0.992662701,5.0,2,-3.2140297110000002,6.0,-2.17293726,3,9,1.347325518,7,0.058254967000000005,-0.91362373,4,0.836198621,0.284246818,2,-0.762781081,-0.58437339,3
33,5.0,-1.179792993,5.0,2,0.24454829,5.0,2.885221796,0,5,-0.6819324729999999,8,-0.165179191,1.7841319569999998,6,0.6312473829999999,1.602655868,5,0.70678109,-1.28346527,6
34,6.0,-1.273992575,6.0,0,-0.6653615829999999,5.0,0.9954806070000001,2,5,-0.427152883,5,-0.540118062,0.20202341199999999,4,-0.072127704,0.20978256899999997,4,0.45137666,-1.322460934,5
35,4.0,0.448871353,5.0,5,0.36277508399999997,5.0,1.225866352,1,4,-0.270352528,7,-1.439302435,-0.165299614,8,1.140863482,0.715605719,5,-0.19705895899999998,0.017460303,3
36,3.0,0.09664279199999999,4.0,5,-0.143563468,6.0,-0.94130771,3,5,0.292997858,4,0.516771,0.192887206,4,-0.020222564,-0.396741819,6,0.399210016,-0.69638143,6
37,4.0,-1.1792905740000001,5.0,2,-0.7624611929999999,7.0,-1.110055337,1,5,0.361080081,4,-0.042190515,0.054841988,6,-0.663961878,-0.44004050100000003,4,0.336468715,0.604295398,6
38,3.0,0.417675089,4.0,2,-0.366575682,2.0,0.662174441,3,5,-0.452746019,4,-2.100735111,-0.308775855,4,-1.242986275,-0.16203947800000001,4,0.513902741,-0.7236086690000001,5
39,2.0,-0.29982644199999997,6.0,4,-1.842214166,5.0,-0.587430739,4,2,0.66460982,7,-0.62907115,-0.377648721,5,0.608245635,0.614098429,5,-1.8788855169999998,-1.369665366,5
40,4.0,-2.384259831,6.0,5,-0.556436558,4.0,-0.290364358,1,4,0.24945409100000002,6,-0.055154033,-0.647024343,6,-1.1066493579999999,0.162138767,6,-1.9900541669999998,0.837589012,5
41,6.0,-0.290559253,4.0,1,-0.8331541020000001,5.0,-2.057255556,3,3,0.401517755,2,-0.464930296,1.322166859,5,0.549261137,-1.294280156,4,0.032132222,1.350668226,4
42,3.0,1.203192359,6.0,2,0.7376753,6.0,-2.3695693159999998,1,5,0.674887335,3,0.175838888,-1.198142105,6,1.083384852,-1.110836991,4,0.97271257,-0.14876946900000002,7
43,7.0,1.7587039269999998,3.0,6,1.032147555,4.0,2.021597432,1,9,-1.219141836,3,0.17016573699999998,0.143980647,6,-0.9688647859999999,-0.203018349,5,0.539705908,2.3875511119999997,5
44,5.0,-0.336433209,4.0,4,-1.102777689,4.0,-3.02926947,6,5,0.799625672,2,-1.7884031759999999,0.833512812,5,-0.568143771,-1.533057558,6,1.7555160769999998,0.393398937,6
45,2.0,-1.028636782,5.0,0,-0.852650845,3.0,0.6339086820000001,0,5,-0.20438633399999998,6,-1.277210626,1.5559383690000002,6,-1.7702298019999998,0.254531077,6,-0.592303604,-0.189189843,5
46,5.0,0.561741068,6.0,2,-2.131318924,5.0,0.7291770009999999,0,7,-0.19876708899999998,6,0.079320553,-0.9607818659999999,6,0.032770722,0.357774834,5,-1.474646432,1.03533162,4
47,5.0,0.889447358,6.0,4,-0.646462129,6.0,2.467173945,0,6,-0.673484469,7,-0.526468595,0.23133486399999997,5,0.22714983100000002,1.208824673,6,-0.502594444,-1.64276702,6
48,6.0,-0.674382232,4.0,2,0.822301773,5.0,1.68857032,1,6,-0.522910015,6,0.9766236890000001,-0.6978966209999999,6,1.066858606,0.716501671,7,-2.677049336,0.255951047,5
49,4.0,0.107709255,3.0,5,0.557299851,6.0,-2.7113604510000004,1,3,1.4938991080000001,7,0.588080815,-2.1040305630000002,5,0.37666058,0.019716344,4,0.262191057,0.928082981,5
50,6.0,0.566136784,5.0,4,-0.419658651,6.0,-1.5734010569999999,2,4,0.521812074,4,0.109041618,-0.161874566,4,0.252306733,-0.605804955,5,0.640159415,1.7657350219999999,6
51,10.0,1.412682421,7.0,1,1.435139942,4.0,-1.651432478,0,4,1.118192039,7,1.01181746,0.37273440700000005,7,2.2662588169999998,0.384559318,4,-0.37476940000000003,1.161422295,3
52,5.0,-0.23120990000000002,6.0,5,0.12036304199999999,3.0,-1.8724871419999998,0,5,1.175984348,7,0.77108362,-0.082275726,6,-0.102030125,0.271688287,5,1.495531599,-1.3115504820000001,5
53,4.0,1.101095667,4.0,2,-0.066541089,3.0,2.71790234,1,5,-0.724941891,8,-0.9837949020000001,-0.598568056,5,0.094155509,1.3620537419999998,6,-0.7797047690000001,-0.412974584,6
54,1.0,-1.198025794,4.0,1,-1.1260874109999999,3.0,0.21777004100000003,1,6,0.457970531,8,0.853538971,-1.41413303,4,-0.013525623999999998,1.032160644,5,-0.026660862,-0.6855881140000001,4
55,4.0,-0.467993489,5.0,1,0.344936095,7.0,2.310088795,1,5,-0.704216614,7,1.672337868,-0.300992875,5,1.073465795,1.000193268,4,-1.2640134790000002,0.83609653,3
56,4.0,0.24994807100000002,6.0,4,0.025152956,3.0,1.3729151819999998,2,7,-0.395168796,6,-0.441242463,-1.534499606,8,1.176189559,0.636202739,5,-0.595468725,0.07191474,3
57,5.0,0.783985374,5.0,1,-0.299872392,6.0,-3.0378971310000003,1,4,1.603744949,7,-1.325603847,-0.272404938,6,0.583557894,-0.103235091,4,1.279370552,-1.247273385,6
58,3.0,0.285629877,5.0,4,1.181862586,6.0,-3.132044042,3,4,0.805239664,2,1.7248852959999998,1.162584895,2,0.355185984,-1.6235520890000001,4,0.38093024700000006,0.213514195,6
59,4.0,-0.8180060090000001,6.0,2,0.781197843,5.0,4.2881478280000005,0,5,-2.546912884,2,1.799539141,-0.305048298,6,-0.757502184,-0.360715744,7,-0.226715427,-1.126949692,7
60,4.0,1.200222798,5.0,1,0.135033812,4.0,4.548328095,1,5,-2.649505778,2,-0.980724832,1.267360005,8,-1.9021870269999999,-0.289702521,3,-0.661514201,0.11882899699999999,5
61,4.0,-0.19752490600000003,4.0,0,0.229114207,5.0,1.271103076,1,4,-0.318093043,6,-1.753275086,-0.213196062,5,-0.027321323999999998,0.674467499,6,-0.88948528,0.118372078,7
